Depot ID,Depot Name,District,Month,Buses Allocated,Schedules Allocated,Effective KM,Passengers,Estimated Diesel Litres,Estimated CO2 (Tonnes),Diesel Cost (INR/KM),EV Cost (INR/KM),Estimated EV Energy (MWh),Potential EV OPEX Saving (INR),EV Battery Capacity (kWh),EV Range (KM),Charging Power (kW),Electricity Tariff (INR/kWh),EV Suitability Score,Year
KSRTC-008,CHANGANASSERY,Kottayam,2021-05,56,45,357988,387996,87731.40546501655,235.12016664624434,51,27,448,8591712,250,200,120,8,0.4054,2021
KSRTC-008,CHANGANASSERY,Kottayam,2021-06,57,46,367059,370306,89954.41735081485,241.07783850018384,51,27,459,8809416,250,200,120,8,0.3835,2021
KSRTC-008,CHANGANASSERY,Kottayam,2021-07,57,46,366235,371619,89752.48131356452,240.53664992035294,51,27,458,8789640,250,200,120,8,0.3852,2021
KSRTC-008,CHANGANASSERY,Kottayam,2021-08,54,42,323701,316863,79328.75873054774,212.60107339786794,51,27,405,7768824,250,200,120,8,0.3829,2021
KSRTC-008,CHANGANASSERY,Kottayam,2021-09,56,44,347995,362943,85282.44087734347,228.5569415512805,51,27,435,8351880,250,200,120,8,0.3959,2021
KSRTC-008,CHANGANASSERY,Kottayam,2021-10,59,48,390815,405547,95776.25291018258,256.6803577992893,51,27,489,9379560,250,200,120,8,0.3882,2021
KSRTC-008,CHANGANASSERY,Kottayam,2021-11,55,44,341256,333630,83630.92758240413,224.13088592084307,51,27,427,8190144,250,200,120,8,0.3792,2021
KSRTC-008,CHANGANASSERY,Kottayam,2021-12,54,42,328221,345264,80436.46611934813,215.569729199853,51,27,410,7877304,250,200,120,8,0.402,2021
KSRTC-008,CHANGANASSERY,Kottayam,2022-01,58,47,378009,389498,92637.91202058572,248.26960421516972,51,27,473,9072216,250,200,120,8,0.3878,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-02,57,46,371331,371222,91001.34787403505,243.88361230241398,51,27,464,8911944,250,200,120,8,0.3803,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-03,54,43,332841,323848,81568.6803087857,218.60406322754568,51,27,416,7988184,250,200,120,8,0.3795,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-04,57,51,484121,518712,118642.56831270678,317.9620830780542,51,27,605,11618904,250,200,120,8,0.3371,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-05,58,51,495492,534952,121429.23661316016,325.43035412326924,51,27,619,11891808,250,200,120,8,0.3376,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-06,59,53,517724,542549,126877.5885308173,340.0319372625904,51,27,647,12425376,250,200,120,8,0.3259,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-07,56,49,460738,473116,112912.14311971572,302.6045435608381,51,27,576,11057712,250,200,120,8,0.3288,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-08,58,51,493408,546692,120918.51488788139,324.06161989952216,51,27,617,11841792,250,200,120,8,0.3457,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-09,59,54,525469,558565,128775.64024016666,345.11871584364667,51,27,657,12611256,250,200,120,8,0.3291,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-10,57,51,484155,532134,118650.90062492342,317.9844136747948,51,27,605,11619720,250,200,120,8,0.3446,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-11,57,50,479784,515444,117579.70836907242,315.1136184291141,51,27,600,11514816,250,200,120,8,0.3385,2022
KSRTC-008,CHANGANASSERY,Kottayam,2022-12,57,50,475813,510909,116606.54331577013,312.50553608626393,51,27,595,11419512,250,200,120,8,0.339,2022
KSRTC-008,CHANGANASSERY,Kottayam,2023-01,59,54,523214,549493,128223.01188579832,343.63767185393954,51,27,654,12557136,250,200,120,8,0.3258,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-02,58,52,505726,523254,123937.26259036883,332.1518637421885,51,27,632,12137424,250,200,120,8,0.3238,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-03,59,52,507111,522229,124276.68177919374,333.0615071682392,51,27,634,12170664,250,200,120,8,0.3223,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-04,62,53,554919,598456,135992.8930278152,364.4609533145448,51,27,694,13318056,250,200,120,8,0.3386,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-05,61,51,531651,556618,130290.65065555692,349.1789437568926,51,27,665,12759624,250,200,120,8,0.3327,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-06,64,55,584298,637365,143192.7459870114,383.7565592451906,51,27,730,14023152,250,200,120,8,0.3391,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-07,60,50,517993,561373,126943.51182453132,340.2086116897439,51,27,648,12431832,250,200,120,8,0.3446,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-08,63,54,574942,635954,140899.88971939715,377.6117044479844,51,27,719,13798608,250,200,120,8,0.3441,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-09,62,52,550606,587748,134935.9147163338,361.6282514397746,51,27,688,13214544,250,200,120,8,0.3361,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-10,61,51,523136,600741,128203.89658130132,343.58644283788755,51,27,654,12555264,250,200,120,8,0.3616,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-11,62,53,553253,565750,135584.60972919987,363.3667540742557,51,27,692,13278072,250,200,120,8,0.3235,2023
KSRTC-008,CHANGANASSERY,Kottayam,2023-12,62,53,560371,602906,137329.0037985541,368.041730180125,51,27,701,13448904,250,200,120,8,0.3373,2023
KSRTC-008,CHANGANASSERY,Kottayam,2024-01,63,55,581052,613759,142397.25523832865,381.6246440387208,51,27,726,13945248,250,200,120,8,0.3299,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-02,61,51,528731,567064,129575.05207695137,347.2611395662297,51,27,661,12689544,250,200,120,8,0.3401,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-03,61,52,537474,591964,131717.68165665973,353.0033868398481,51,27,672,12899376,250,200,120,8,0.3469,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-04,59,52,411125,558125,100753.58411959319,270.01960544050974,51,27,514,9867000,250,200,120,8,0.4697,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-05,61,55,424077,575708,103927.70493812034,278.5262492341625,51,27,530,10177848,250,200,120,8,0.4743,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-06,61,54,419501,569496,102806.27374096312,275.52081362578116,51,27,524,10068024,250,200,120,8,0.4726,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-07,60,52,413222,560973,101267.49172895479,271.39687783359886,51,27,517,9917328,250,200,120,8,0.4704,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-08,60,52,413001,560672,101213.33169954663,271.251728954785,51,27,516,9912024,250,200,120,8,0.4703,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-09,61,54,421592,572334,103318.71094228649,276.8941453253278,51,27,527,10118208,250,200,120,8,0.4734,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-10,60,54,418220,567758,102492.34162480089,274.6794755544664,51,27,523,10037280,250,200,120,8,0.4722,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-11,60,52,412281,559694,101036.88273495896,270.77884572969003,51,27,515,9894744,250,200,120,8,0.4701,2024
KSRTC-008,CHANGANASSERY,Kottayam,2024-12,59,51,405884,551011,99469.18269819875,266.57740963117266,51,27,507,9741216,250,200,120,8,0.4678,2024
KSRTC-008,CHANGANASSERY,Kottayam,2025-01,61,54,421868,572710,103386.34971204509,277.07541722828086,51,27,527,10124832,250,200,120,8,0.4735,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-02,60,53,416607,565568,102097.04693052323,273.62008577380226,51,27,521,9998568,250,200,120,8,0.4716,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-03,59,51,406874,552355,99711.80002450681,267.2276240656783,51,27,509,9764976,250,200,120,8,0.4682,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-04,62,55,426084,578434,104419.55642690847,279.8444112241147,51,27,533,10226016,250,200,120,8,0.475,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-05,58,50,401655,545269,98432.79009925255,263.7998774659968,51,27,502,9639720,250,200,120,8,0.4663,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-06,58,50,403392,547628,98858.4732263203,264.9407082465384,51,27,504,9681408,250,200,120,8,0.4669,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-07,60,53,414711,562993,101632.39799044235,272.37482661438554,51,27,518,9953064,250,200,120,8,0.4709,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-08,60,53,416981,566076,102188.70236490626,273.8657223379488,51,27,521,10007544,250,200,120,8,0.4717,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-09,61,54,421654,572419,103333.90515868153,276.9348658252665,51,27,527,10119696,250,200,120,8,0.4734,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-10,60,53,415410,563942,101803.70052689622,272.8339174120819,51,27,519,9969840,250,200,120,8,0.4712,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-11,60,53,413880,561865,101428.74647714742,271.8290405587551,51,27,517,9933120,250,200,120,8,0.4707,2025
KSRTC-008,CHANGANASSERY,Kottayam,2025-12,60,53,417341,566564,102276.9268472001,274.1021639504963,51,27,522,10016184,250,200,120,8,0.4719,2025
KSRTC-008,CHANGANASSERY,Kottayam,2026-01,60,53,416192,565004,101995.34370787894,273.3475211371156,51,27,520,9988608,250,200,120,8,0.4715,2026
KSRTC-008,CHANGANASSERY,Kottayam,2026-02,61,54,420865,571348,103140.54650165421,276.41666462443334,51,27,526,10100760,250,200,120,8,0.4731,2026
KSRTC-008,CHANGANASSERY,Kottayam,2026-03,60,53,416102,564882,101973.28758730549,273.2884107339787,51,27,520,9986448,250,200,120,8,0.4714,2026
KSRTC-009,CHATHANOOR,Kollam,2021-04,67,60,330953,554020,81105.9919127558,217.36405832618553,51,27,414,7942872,250,200,120,8,0.6304,2021
KSRTC-009,CHATHANOOR,Kollam,2021-05,64,56,301385,502327,73859.82110035536,197.9443205489524,51,27,377,7233240,250,200,120,8,0.6309,2021
KSRTC-009,CHATHANOOR,Kollam,2021-06,64,57,305413,506231,74846.95503002084,200.58983948045585,51,27,382,7329912,250,200,120,8,0.628,2021
KSRTC-009,CHATHANOOR,Kollam,2021-07,63,55,293175,500283,71847.81276804314,192.55213821835562,51,27,366,7036200,250,200,120,8,0.6426,2021
KSRTC-009,CHATHANOOR,Kollam,2021-08,60,51,267282,449090,65502.266879058945,175.54607523587796,51,27,334,6414768,250,200,120,8,0.6388,2021
KSRTC-009,CHATHANOOR,Kollam,2021-09,66,60,325232,570924,79703.9578483029,213.60660703345178,51,27,407,7805568,250,200,120,8,0.6531,2021
KSRTC-009,CHATHANOOR,Kollam,2021-10,63,55,294588,499387,72194.09386104645,193.4801715476045,51,27,368,7070112,250,200,120,8,0.6394,2021
KSRTC-009,CHATHANOOR,Kollam,2021-11,63,54,288632,498721,70734.46881509619,189.5683764244578,51,27,361,6927168,250,200,120,8,0.649,2021
KSRTC-009,CHATHANOOR,Kollam,2021-12,64,57,305746,501857,74928.56267614264,200.80854797206229,51,27,382,7337904,250,200,120,8,0.6235,2021
KSRTC-009,CHATHANOOR,Kollam,2022-01,66,59,323544,550029,79290.28305354736,212.49795858350694,51,27,404,7765056,250,200,120,8,0.6381,2022
KSRTC-009,CHATHANOOR,Kollam,2022-02,66,60,325414,547858,79748.56022546257,213.72614140423968,51,27,407,7809936,250,200,120,8,0.6334,2022
KSRTC-009,CHATHANOOR,Kollam,2022-03,62,54,283959,460083,69589.26602132092,186.49923293714008,51,27,355,6815016,250,200,120,8,0.6201,2022
KSRTC-009,CHATHANOOR,Kollam,2022-04,65,45,445392,831060,109151.32949393457,292.5255630437446,51,27,557,10689408,250,200,120,8,0.6242,2022
KSRTC-009,CHATHANOOR,Kollam,2022-05,66,46,459032,814869,112494.05710084549,301.4840730302659,51,27,574,11016768,250,200,120,8,0.5982,2022
KSRTC-009,CHATHANOOR,Kollam,2022-06,68,48,491227,891064,120384.02156598457,322.6291777968387,51,27,614,11789448,250,200,120,8,0.6067,2022
KSRTC-009,CHATHANOOR,Kollam,2022-07,65,45,452481,866229,110888.61659110403,297.1814924641588,51,27,566,10859544,250,200,120,8,0.6369,2022
KSRTC-009,CHATHANOOR,Kollam,2022-08,65,45,448712,837062,109964.95527508884,294.7060801372381,51,27,561,10769088,250,200,120,8,0.6238,2022
KSRTC-009,CHATHANOOR,Kollam,2022-09,63,43,422618,774214,103570.15071682392,277.5680039210881,51,27,528,10142832,250,200,120,8,0.6173,2022
KSRTC-009,CHATHANOOR,Kollam,2022-10,64,44,436996,805959,107093.73851243721,287.01121921333174,51,27,546,10487904,250,200,120,8,0.6191,2022
KSRTC-009,CHATHANOOR,Kollam,2022-11,64,43,424048,789476,103920.59796593555,278.5072025487073,51,27,530,10177152,250,200,120,8,0.6253,2022
KSRTC-009,CHATHANOOR,Kollam,2022-12,67,47,476945,867503,116883.96029898297,313.2490136012744,51,27,596,11446680,250,200,120,8,0.6089,2022
KSRTC-009,CHATHANOOR,Kollam,2023-01,66,46,458584,804784,112384.26663399093,301.1898345790957,51,27,573,11006016,250,200,120,8,0.5927,2023
KSRTC-009,CHATHANOOR,Kollam,2023-02,62,42,405114,766406,99280.4803332925,266.07168729322393,51,27,506,9722736,250,200,120,8,0.6359,2023
KSRTC-009,CHATHANOOR,Kollam,2023-03,66,46,468073,825455,114709.71694645265,307.42204141649313,51,27,585,11233752,250,200,120,8,0.5943,2023
KSRTC-009,CHATHANOOR,Kollam,2023-04,67,45,484868,852533,118825.6341134665,318.4526994240902,51,27,606,11636832,250,200,120,8,0.59,2023
KSRTC-009,CHATHANOOR,Kollam,2023-05,70,48,526516,940133,129032.2264428379,345.8063668668056,51,27,658,12636384,250,200,120,8,0.5949,2023
KSRTC-009,CHATHANOOR,Kollam,2023-06,66,44,473122,860258,115947.0653106237,310.7381350324716,51,27,591,11354928,250,200,120,8,0.6074,2023
KSRTC-009,CHATHANOOR,Kollam,2023-07,65,43,455454,801642,111617.2037740473,299.13410611444675,51,27,569,10930896,250,200,120,8,0.5931,2023
KSRTC-009,CHATHANOOR,Kollam,2023-08,69,47,519483,915510,127308.66315402524,341.18721725278766,51,27,649,12467592,250,200,120,8,0.5889,2023
KSRTC-009,CHATHANOOR,Kollam,2023-09,69,47,510362,902482,125073.39786790835,335.19670628599437,51,27,638,12248688,250,200,120,8,0.591,2023
KSRTC-009,CHATHANOOR,Kollam,2023-10,67,45,479812,822340,117586.57027325084,315.1320083323123,51,27,600,11515488,250,200,120,8,0.5782,2023
KSRTC-009,CHATHANOOR,Kollam,2023-11,67,45,486851,868027,119311.60397010171,319.75509863987264,51,27,609,11684424,250,200,120,8,0.5966,2023
KSRTC-009,CHATHANOOR,Kollam,2023-12,68,46,494820,895913,121264.55091287833,324.9889964465139,51,27,619,11875680,250,200,120,8,0.6036,2023
KSRTC-009,CHATHANOOR,Kollam,2024-01,68,45,490797,869932,120278.64232324471,322.34676142629587,51,27,614,11779128,250,200,120,8,0.5934,2024
KSRTC-009,CHATHANOOR,Kollam,2024-02,65,43,457050,800980,112008.33231221665,300.18233059674066,51,27,571,10969200,250,200,120,8,0.5909,2024
KSRTC-009,CHATHANOOR,Kollam,2024-03,67,45,489127,891386,119869.37875260385,321.2499350569783,51,27,611,11739048,250,200,120,8,0.6072,2024
KSRTC-009,CHATHANOOR,Kollam,2024-04,67,62,461902,627058,113197.40227913247,303.369038108075,51,27,577,11085648,250,200,120,8,0.4877,2024
KSRTC-009,CHATHANOOR,Kollam,2024-05,66,62,460282,624859,112800.3921088102,302.3050508516114,51,27,575,11046768,250,200,120,8,0.4871,2024
KSRTC-009,CHATHANOOR,Kollam,2024-06,69,66,478364,649406,117231.71180002451,314.1809876240657,51,27,598,11480736,250,200,120,8,0.4935,2024
KSRTC-009,CHATHANOOR,Kollam,2024-07,68,64,467613,634811,114596.98566352163,307.11992157823795,51,27,585,11222712,250,200,120,8,0.4897,2024
KSRTC-009,CHATHANOOR,Kollam,2024-08,68,65,473476,642771,116033.81938487932,310.9706359514766,51,27,592,11363424,250,200,120,8,0.4918,2024
KSRTC-009,CHATHANOOR,Kollam,2024-09,66,61,456177,619286,111794.3879426541,299.60895968631297,51,27,570,10948248,250,200,120,8,0.4856,2024
KSRTC-009,CHATHANOOR,Kollam,2024-10,66,62,457748,621419,112179.38978066415,300.64076461217996,51,27,572,10985952,250,200,120,8,0.4862,2024
KSRTC-009,CHATHANOOR,Kollam,2024-11,67,63,463113,628702,113494.17963484868,304.1644014213945,51,27,579,11114712,250,200,120,8,0.4881,2024
KSRTC-009,CHATHANOOR,Kollam,2024-12,64,59,444242,603084,108869.50128660703,291.7702634481069,51,27,555,10661808,250,200,120,8,0.4814,2024
KSRTC-009,CHATHANOOR,Kollam,2025-01,66,61,457381,620921,112089.4498223257,300.3997255238329,51,27,572,10977144,250,200,120,8,0.4861,2025
KSRTC-009,CHATHANOOR,Kollam,2025-02,65,60,450147,611100,110316.62786423233,295.64856267614266,51,27,563,10803528,250,200,120,8,0.4835,2025
KSRTC-009,CHATHANOOR,Kollam,2025-03,67,62,460988,625817,112973.41012130867,302.76873912510723,51,27,576,11063712,250,200,120,8,0.4874,2025
KSRTC-009,CHATHANOOR,Kollam,2025-04,67,62,460766,625517,112919.00502389413,302.62293346403635,51,27,576,11058384,250,200,120,8,0.4873,2025
KSRTC-009,CHATHANOOR,Kollam,2025-05,67,62,460808,625573,112929.29788016176,302.6505183188336,51,27,576,11059392,250,200,120,8,0.4873,2025
KSRTC-009,CHATHANOOR,Kollam,2025-06,66,62,459555,623872,112622.22766817792,301.82757015071684,51,27,574,11029320,250,200,120,8,0.4868,2025
KSRTC-009,CHATHANOOR,Kollam,2025-07,67,62,461881,627030,113192.25585099866,303.35524568067643,51,27,577,11085144,250,200,120,8,0.4877,2025
KSRTC-009,CHATHANOOR,Kollam,2025-08,66,62,457873,621588,112210.02328146061,300.72286239431446,51,27,572,10988952,250,200,120,8,0.4862,2025
KSRTC-009,CHATHANOOR,Kollam,2025-09,67,63,464075,630009,113729.93505697831,304.7962259527019,51,27,580,11137800,250,200,120,8,0.4884,2025
KSRTC-009,CHATHANOOR,Kollam,2025-10,67,64,467004,633984,114447.73924764122,306.71994118367854,51,27,584,11208096,250,200,120,8,0.4895,2025
KSRTC-009,CHATHANOOR,Kollam,2025-11,66,62,459714,624088,112661.19348119103,301.931998529592,51,27,575,11033136,250,200,120,8,0.4869,2025
KSRTC-009,CHATHANOOR,Kollam,2025-12,65,60,451359,612745,110613.65028795491,296.4445827717191,51,27,564,10832616,250,200,120,8,0.4839,2025
KSRTC-009,CHATHANOOR,Kollam,2026-01,67,62,461604,626654,113124.37201323367,303.1733169954662,51,27,577,11078496,250,200,120,8,0.4876,2026
KSRTC-009,CHATHANOOR,Kollam,2026-02,66,61,454564,617096,111399.09324837643,298.54956990564887,51,27,568,10909536,250,200,120,8,0.4851,2026
KSRTC-009,CHATHANOOR,Kollam,2026-03,68,65,472223,641070,115726.74917289548,310.1476877833599,51,27,590,11333352,250,200,120,8,0.4913,2026
KSRTC-010,CHENGANUR,Alappuzha,2021-04,44,37,238409,350793,58426.41833108688,156.58280112731285,51,27,298,5721816,250,200,120,8,0.5211,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-05,44,37,235656,337036,57751.7461095454,154.77467957358166,51,27,295,5655744,250,200,120,8,0.5106,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-06,43,36,225286,324199,55210.390883470165,147.96384756770004,51,27,282,5406864,250,200,120,8,0.5163,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-07,43,36,224037,312770,54904.30094351183,147.14352652861172,51,27,280,5376888,250,200,120,8,0.505,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-08,44,37,235361,328053,57679.45104766573,154.5809288077442,51,27,294,5648664,250,200,120,8,0.5008,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-09,45,39,249410,346763,61122.4114691827,163.80806273740964,51,27,312,5985840,250,200,120,8,0.4958,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-10,43,36,227916,328093,55854.91974022792,149.6911849038108,51,27,285,5469984,250,200,120,8,0.5156,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-11,46,39,254954,366320,62481.06849650778,167.44926357064088,51,27,319,6118896,250,200,120,8,0.507,2021
KSRTC-010,CHENGANUR,Alappuzha,2021-12,44,37,231509,340661,56735.44908712168,152.0510035534861,51,27,289,5556216,250,200,120,8,0.5232,2021
KSRTC-010,CHENGANUR,Alappuzha,2022-01,44,37,236835,345807,58040.68128905771,155.54902585467468,51,27,296,5684040,250,200,120,8,0.5185,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-02,45,38,245495,370399,60162.97022423723,161.23676020095579,51,27,307,5891880,250,200,120,8,0.5293,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-03,44,37,235685,340996,57758.85308173018,154.7937262590369,51,27,295,5656440,250,200,120,8,0.5152,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-04,47,43,347247,545319,85099.13000857738,228.0656684229874,51,27,434,8333928,250,200,120,8,0.4845,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-05,46,41,320887,502515,78639.13736061758,210.75288812645513,51,27,401,7701288,250,200,120,8,0.4904,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-06,47,42,332380,549028,81455.70395784831,218.3012866070335,51,27,416,7977120,250,200,120,8,0.5107,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-07,48,44,353367,541002,86598.9462075726,232.0851758362946,51,27,442,8480808,250,200,120,8,0.4722,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-08,47,42,337397,540799,82685.21014581546,221.59636319078547,51,27,422,8097528,250,200,120,8,0.4959,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-09,49,45,365298,602671,89522.85259159417,239.9212449454724,51,27,457,8767152,250,200,120,8,0.5019,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-10,47,42,336686,519418,82510.96679328514,221.1293910060042,51,27,421,8080464,250,200,120,8,0.4796,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-11,48,45,360698,587169,88395.53976228404,236.90004656292123,51,27,451,8656752,250,200,120,8,0.497,2022
KSRTC-010,CHENGANUR,Alappuzha,2022-12,46,41,320775,527747,78611.68974390393,210.67932851366254,51,27,401,7698600,250,200,120,8,0.5122,2022
KSRTC-010,CHENGANUR,Alappuzha,2023-01,48,44,348958,573432,85518.44136747948,229.18942286484503,51,27,436,8374992,250,200,120,8,0.504,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-02,47,42,335601,554649,82245.06800637177,220.41678225707636,51,27,420,8054424,250,200,120,8,0.51,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-03,47,42,335944,529728,82329.1263325573,220.64205857125356,51,27,420,8062656,250,200,120,8,0.4892,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-04,50,44,407506,597293,99866.68300453377,267.6427104521505,51,27,509,9780144,250,200,120,8,0.4325,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-05,49,42,387850,571499,95049.62627129028,254.73299840705798,51,27,485,9308400,250,200,120,8,0.4391,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-06,48,42,379476,553898,92997.4267859331,249.23310378630072,51,27,474,9107424,250,200,120,8,0.4374,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-07,49,43,394827,583542,96759.46575174612,259.3153682146796,51,27,494,9475848,250,200,120,8,0.4387,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-08,48,41,370978,569585,90914.83886778582,243.651768165666,51,27,464,8903472,250,200,120,8,0.4603,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-09,50,44,404951,565668,99240.5342482539,265.9646317853205,51,27,506,9718824,250,200,120,8,0.4142,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-10,49,43,396891,600230,97265.28611689745,260.6709667932852,51,27,496,9525384,250,200,120,8,0.4476,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-11,49,43,390639,599792,95733.12094106115,256.56476412204387,51,27,488,9375336,250,200,120,8,0.4554,2023
KSRTC-010,CHENGANUR,Alappuzha,2023-12,49,43,388136,575682,95119.71572111262,254.92083813258182,51,27,485,9315264,250,200,120,8,0.4417,2023
KSRTC-010,CHENGANUR,Alappuzha,2024-01,50,44,401021,568685,98277.41698321285,263.38347751501044,51,27,501,9624504,250,200,120,8,0.4209,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-02,47,40,356505,505947,87367.96961156721,234.14615855900016,51,27,446,8556120,250,200,120,8,0.4324,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-03,49,43,387886,544765,95058.44871951967,254.75664256831274,51,27,485,9309264,250,200,120,8,0.4202,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-04,48,46,333080,452174,81627.25156230855,218.7610341869869,51,27,416,7993920,250,200,120,8,0.442,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-05,49,46,336063,456225,82358.28942531552,220.72021565984562,51,27,420,8065512,250,200,120,8,0.4431,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-06,47,44,325278,441583,79715.23097659601,213.6368190172773,51,27,407,7806672,250,200,120,8,0.4392,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-07,47,44,326711,443528,80066.41342972676,214.57798799166773,51,27,408,7841064,250,200,120,8,0.4397,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-08,49,47,337302,457907,82661.92868521015,221.53396887636322,51,27,422,8095248,250,200,120,8,0.4435,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-09,48,45,331183,449599,81162.35755422131,217.51511824531312,51,27,414,7948392,250,200,120,8,0.4413,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-10,47,44,326282,442946,79961.27925499326,214.29622840338195,51,27,408,7830768,250,200,120,8,0.4396,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-11,47,44,325479,441856,79764.48964587673,213.76883225094966,51,27,407,7811496,250,200,120,8,0.4393,2024
KSRTC-010,CHENGANUR,Alappuzha,2024-12,49,46,335862,455952,82309.0307560348,220.5882024261733,51,27,420,8060688,250,200,120,8,0.443,2024
KSRTC-010,CHENGANUR,Alappuzha,2025-01,49,46,336243,456469,82402.40166646245,220.83843646611936,51,27,420,8069832,250,200,120,8,0.4431,2025
KSRTC-010,CHENGANUR,Alappuzha,2025-02,48,46,333211,452353,81659.35547114325,218.84707266266395,51,27,417,7997064,250,200,120,8,0.442,2025
KSRTC-010,CHENGANUR,Alappuzha,2025-03,46,43,320363,434911,78510.72172527877,210.4087342237471,51,27,400,7688712,250,200,120,8,0.4375,2025
KSRTC-010,CHENGANUR,Alappuzha,2025-04,47,44,327417,444487,80239.43144222522,215.0416762651636,51,27,409,7858008,250,200,120,8,0.44,2025
KSRTC-010,CHENGANUR,Alappuzha,2025-05,47,43,322135,437316,78944.98223256954,211.5725523832864,51,27,403,7731240,250,200,120,8,0.4381,2025
KSRTC-010,CHENGANUR,Alappuzha,2025-06,48,45,331079,449458,81136.87048155864,217.44681289057715,51,27,414,7945896,250,200,120,8,0.4413,2025
KSRTC-010,CHENGANUR,Alappuzha,2025-07,48,46,335551,455529,82232.81460605319,220.38394314422254,51,27,419,8053224,250,200,120,8,0.4429,2025
KSRTC-010,CHENGANUR,Alappuzha,2025-08,49,47,339351,460689,83164.0730302659,222.87971572111266,51,27,424,8144424,250,200,120,8,0.4442,2025
