Depot_ID,Depot_Name,District,Year,Month_Number,Month,Buses Allocated,Schedules Allocated,Passengers,Estimated Diesel Litres,Estimated CO2 (Tonnes),Effective KM,Observed Year Effective KM,Estimated EV Energy (MWh),Potential EV OPEX Saving (INR),Diesel Cost (INR/km),EV Cost (INR/km),Diesel Efficiency (km/litre),EV Energy Consumption (kWh/km),Passengers_per_Bus,Diesel_Litres_per_Bus,Diesel_Litres_per_Schedule,CO2_per_Bus_Tonnes,Terrain_Class,Terrain_Score
KSRTC-028,Pathanamthitta,Pathanamthitta,2021,10,October,87,6.64,180681,40462.51,108.44,165087.04,1430163.14,206.359,3962088.72,51,27,4.08,1.25,2076.793103,465.0863218,6093.751506,1.246436782,Steep,0.2
KSRTC-028,Pathanamthitta,Pathanamthitta,2021,11,November,84,6.48,166184,40599.68,108.807,165646.69,1430163.14,207.058,3975520.73,51,27,4.08,1.25,1978.380952,483.3295238,6265.382716,1.295321429,Steep,0.2
KSRTC-028,Pathanamthitta,Pathanamthitta,2021,12,December,83,6.14,160404,37975.44,101.774,154939.8,1430163.14,193.675,3718554.86,51,27,4.08,1.25,1932.578313,457.5354217,6184.925081,1.226192771,Steep,0.2
KSRTC-029,Thiruvalla,Pathanamthitta,2021,4,April,100,3.53,298041,165088.77,442.438,673562.18,5892660.2,841.953,16165492.01,51,27,4.08,1.25,2980.41,1650.8877,46767.35694,4.42438,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,5,May,99,3.53,296328,162189.49,434.668,661733.12,5892660.2,827.166,15881595.02,51,27,4.08,1.25,2993.212121,1638.277677,45946.03116,4.390585859,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,6,June,100,3.32,283842,152482.2,408.652,622127.38,5892660.2,777.659,14931057.16,51,27,4.08,1.25,2838.42,1524.822,45928.37349,4.08652,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,7,July,99,3.17,275341,146959.26,393.851,599593.78,5892660.2,749.492,14390250.48,51,27,4.08,1.25,2781.222222,1484.43697,46359.38801,3.978292929,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,8,August,100,3.51,326223,161590.21,433.062,659288.06,5892660.2,824.11,15822913.16,51,27,4.08,1.25,3262.23,1615.9021,46037.09687,4.33062,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,9,September,99,3.71,317973,169341.41,453.835,690912.95,5892660.2,863.641,16581910.56,51,27,4.08,1.25,3211.848485,1710.519293,45644.58491,4.584191919,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,10,October,103,3.69,325575,165254.85,442.883,674239.79,5892660.2,842.8,16181754.44,51,27,4.08,1.25,3160.92233,1604.416019,44784.5122,4.299834951,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,11,November,100,3.69,292225,164840.22,441.772,672548.1,5892660.2,840.685,16141153.86,51,27,4.08,1.25,2922.25,1648.4022,44672.14634,4.41772,Flat,1.0
KSRTC-029,Thiruvalla,Pathanamthitta,2021,12,December,98,3.46,310176,156533.05,419.509,638654.84,5892660.2,798.319,15327716.37,51,27,4.08,1.25,3165.061224,1597.27602,45240.7659,4.280704082,Flat,1.0
KSRTC-030,Adoor,Pathanamthitta,2021,4,April,79,5.34,120486,55452.4,148.612,226245.79,1967483.01,282.807,5429898.59,51,27,4.08,1.25,1525.139241,701.9291139,10384.34457,1.881164557,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,5,May,82,5.49,121744,53929.62,144.531,220032.85,1967483.01,275.041,5280788.06,51,27,4.08,1.25,1484.682927,657.6782927,9823.245902,1.762573171,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,6,June,82,5.17,106788,50398.78,135.069,205627.02,1967483.01,257.034,4935048.43,51,27,4.08,1.25,1302.292683,614.6192683,9748.313346,1.647182927,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,7,July,79,4.92,109524,48087.86,128.875,196198.47,1967483.01,245.248,4708763.2,51,27,4.08,1.25,1386.379747,608.7070886,9773.955285,1.631329114,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,8,August,80,5.56,126386,53350.94,142.981,217671.84,1967483.01,272.09,5224124.17,51,27,4.08,1.25,1579.825,666.88675,9595.492806,1.7872625,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,9,September,77,5.7,129482,56839.17,152.329,231903.81,1967483.01,289.88,5565691.37,51,27,4.08,1.25,1681.584416,738.171039,9971.784211,1.978298701,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,10,October,82,5.73,126288,56408.27,151.174,230145.74,1967483.01,287.682,5523498.26,51,27,4.08,1.25,1540.097561,687.9057317,9844.375218,1.843585366,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,11,November,78,5.42,125471,55052.64,147.541,224614.77,1967483.01,280.768,5390754.3,51,27,4.08,1.25,1608.602564,705.8030769,10157.31365,1.891551282,Flat/Rolling,0.9
KSRTC-030,Adoor,Pathanamthitta,2021,12,December,81,5.28,116444,52706.55,141.254,215042.72,1967483.01,268.803,5161025.03,51,27,4.08,1.25,1437.580247,650.6981481,9982.301136,1.743876543,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,4,April,39,5.66,178743,38480.22,103.127,156999.3,1413129.3,196.249,3767983.35,51,27,4.08,1.25,4583.153846,986.6723077,6798.625442,2.644282051,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,5,May,39,5.85,180776,39157.81,104.943,159763.86,1413129.3,199.705,3834332.53,51,27,4.08,1.25,4635.282051,1004.04641,6693.642735,2.690846154,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,6,June,40,5.29,164704,36841.98,98.737,150315.28,1413129.3,187.894,3607566.64,51,27,4.08,1.25,4117.6,921.0495,6964.457467,2.468425,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,7,July,39,5.5,165083,34257.59,91.81,139770.97,1413129.3,174.714,3354502.97,51,27,4.08,1.25,4232.897436,878.3997436,6228.652727,2.354102564,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,8,August,41,5.99,175194,38398.22,102.907,156664.74,1413129.3,195.831,3759953.56,51,27,4.08,1.25,4273.02439,936.5419512,6410.387312,2.509926829,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,9,September,40,5.85,192752,40110.1,107.495,163649.21,1413129.3,204.562,3927581.02,51,27,4.08,1.25,4818.8,1002.7525,6856.42735,2.687375,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,10,October,40,6.12,190889,41646.18,111.612,169916.41,1413129.3,212.396,4077994.06,51,27,4.08,1.25,4772.225,1041.1545,6804.931373,2.7903,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,11,November,40,5.95,191077,40278.36,107.946,164335.71,1413129.3,205.42,3944056.65,51,27,4.08,1.25,4776.925,1006.959,6769.472269,2.69865,Flat/Rolling,0.9
KSRTC-031,Mallappally,Pathanamthitta,2021,12,December,40,5.66,180861,37184.76,99.655,151713.82,1413129.3,189.642,3641131.26,51,27,4.08,1.25,4521.525,929.619,6569.745583,2.491375,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,4,April,51,3.02,151285,71729.93,192.236,292658.11,2604222.97,365.823,7023794.89,51,27,4.08,1.25,2966.372549,1406.469216,23751.63245,3.769333333,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,5,May,51,2.96,164261,73721.62,197.574,300784.21,2604222.97,375.98,7218821.52,51,27,4.08,1.25,3220.803922,1445.521961,24905.9527,3.874,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,6,June,49,2.86,150926,65175.05,174.669,265914.2,2604222.97,332.393,6381940.63,51,27,4.08,1.25,3080.122449,1330.103061,22788.47902,3.564673469,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,7,July,50,2.76,144040,63672.01,170.641,259781.8,2604222.97,324.727,6234762.96,51,27,4.08,1.25,2880.8,1273.4402,23069.56884,3.41282,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,8,August,50,3.06,168920,71687.8,192.123,292486.22,2604222.97,365.608,7019669.42,51,27,4.08,1.25,3378.4,1433.756,23427.38562,3.84246,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,9,September,50,3.04,179829,72632.18,194.654,296339.29,2604222.97,370.424,7112143.22,51,27,4.08,1.25,3596.58,1452.6436,23892.16447,3.89308,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,10,October,51,3.05,169675,74375.55,199.326,303452.24,2604222.97,379.315,7282853.61,51,27,4.08,1.25,3326.960784,1458.344118,24385.42623,3.908352941,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,11,November,50,3.03,171572,73011.17,195.67,297885.57,2604222.97,372.357,7149254.05,51,27,4.08,1.25,3431.44,1460.2234,24096.09571,3.9134,Flat/Rolling,0.9
KSRTC-032,Pandalam,Pathanamthitta,2021,12,December,50,2.95,158331,72284.64,193.723,294921.33,2604222.97,368.652,7078112.25,51,27,4.08,1.25,3166.62,1445.6928,24503.2678,3.87446,Flat/Rolling,0.9
KSRTC-033,Ranni,Pathanamthitta,2021,4,April,44,6.49,106841,39202.88,105.064,159947.75,1429140.9,199.935,3838745.59,51,27,4.08,1.25,2428.204545,890.9745455,6040.505393,2.387818182,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,5,May,45,6.21,101187,38974.5,104.452,159015.96,1429140.9,198.77,3816382.58,51,27,4.08,1.25,2248.6,866.1,6276.086957,2.321155556,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,6,June,45,5.83,91263,37456.0,100.382,152820.48,1429140.9,191.026,3667691.99,51,27,4.08,1.25,2028.066667,832.3555556,6424.699828,2.230711111,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,7,July,45,5.71,92419,34250.44,91.791,139741.8,1429140.9,174.677,3353802.68,51,27,4.08,1.25,2053.755556,761.1208889,5998.325744,2.0398,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,8,August,46,6.14,106736,39916.45,106.976,162859.12,1429140.9,203.574,3908618.41,51,27,4.08,1.25,2320.347826,867.748913,6501.050489,2.325565217,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,9,September,45,6.47,111837,41936.34,112.389,171100.27,1429140.9,213.875,4106406.74,51,27,4.08,1.25,2485.266667,931.9186667,6481.659969,2.497533333,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,10,October,46,6.52,109868,41101.3,110.151,167693.3,1429140.9,209.617,4024639.53,51,27,4.08,1.25,2388.434783,893.5065217,6303.880368,2.394586957,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,11,November,46,6.39,103288,40173.74,107.666,163908.86,1429140.9,204.886,3933812.57,51,27,4.08,1.25,2245.391304,873.3421739,6286.970266,2.340565217,Rolling,0.75
KSRTC-033,Ranni,Pathanamthitta,2021,12,December,44,6.16,97934,37267.98,99.878,152053.36,1429140.9,190.067,3649281.02,51,27,4.08,1.25,2225.772727,846.9995455,6049.996753,2.269954545,Rolling,0.75
KSRTC-034,Alappuzha,Alappuzha,2021,4,April,96,5.32,115070,36936.17,98.989,150699.57,1367112.07,188.374,3616789.91,51,27,4.08,1.25,1198.645833,384.7517708,6942.889098,1.031135417,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,5,May,99,5.54,116249,36740.11,98.463,149899.65,1367112.07,187.375,3597591.58,51,27,4.08,1.25,1174.232323,371.1122222,6631.788809,0.994575758,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,6,June,94,5.16,109411,34808.64,93.287,142019.25,1367112.07,177.524,3408462.18,51,27,4.08,1.25,1163.946809,370.3046809,6745.860465,0.992414894,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,7,July,96,4.89,100497,35917.68,96.259,146544.13,1367112.07,183.18,3517059.15,51,27,4.08,1.25,1046.84375,374.1425,7345.128834,1.002697917,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,8,August,95,5.5,118513,36925.57,98.961,150656.33,1367112.07,188.32,3615751.49,51,27,4.08,1.25,1247.505263,388.6902105,6713.74,1.041694737,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,9,September,95,5.75,124715,39112.15,104.821,159577.57,1367112.07,199.472,3829861.5,51,27,4.08,1.25,1312.789474,411.7068421,6802.113043,1.103378947,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,10,October,93,5.52,122906,40238.39,107.839,164172.63,1367112.07,205.216,3940143.25,51,27,4.08,1.25,1321.569892,432.6708602,7289.563406,1.15955914,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,11,November,96,5.55,119877,37665.61,100.944,153675.69,1367112.07,192.095,3688216.58,51,27,4.08,1.25,1248.71875,392.3501042,6786.596396,1.0515,Flat/Rolling,0.9
KSRTC-034,Alappuzha,Alappuzha,2021,12,December,96,5.38,109305,36732.17,98.442,149867.25,1367112.07,187.334,3596814.24,51,27,4.08,1.25,1138.59375,382.6267708,6827.540892,1.0254375,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,4,April,84,4.7,99385,34288.38,91.893,139896.59,1260266.83,174.871,3357518.65,51,27,4.08,1.25,1183.154762,408.195,7295.4,1.093964286,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,5,May,84,4.77,105631,35466.62,95.051,144703.81,1260266.83,180.88,3472891.18,51,27,4.08,1.25,1257.511905,422.2216667,7435.350105,1.131559524,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,6,June,86,4.62,96438,32444.81,86.952,132374.82,1260266.83,165.469,3176995.6,51,27,4.08,1.25,1121.372093,377.2652326,7022.686147,1.011069767,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,7,July,86,4.51,91172,30865.9,82.721,125932.87,1260266.83,157.416,3022389.16,51,27,4.08,1.25,1060.139535,358.905814,6843.880266,0.961872093,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,8,August,85,4.89,107480,34364.86,92.098,140208.63,1260266.83,175.261,3365007.4,51,27,4.08,1.25,1264.470588,404.2924706,7027.578732,1.083505882,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,9,September,84,4.87,105598,36087.34,96.714,147236.35,1260266.83,184.045,3533672.09,51,27,4.08,1.25,1257.119048,429.6111905,7410.131417,1.151357143,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,10,October,87,4.99,111751,36616.43,98.132,149395.03,1260266.83,186.744,3585480.53,51,27,4.08,1.25,1284.494253,420.8785057,7337.961924,1.127954023,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,11,November,86,4.9,110557,35699.62,95.675,145654.45,1260266.83,182.068,3495706.88,51,27,4.08,1.25,1285.546512,415.1118605,7285.636735,1.1125,Flat/Rolling,0.9
KSRTC-035,Cherthala,Alappuzha,2021,12,December,83,4.69,101039,33054.97,88.587,134864.28,1260266.83,168.58,3236743.01,51,27,4.08,1.25,1217.337349,398.2526506,7047.968017,1.067313253,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,4,April,90,6.39,304171,158822.96,425.646,647997.68,5786135.77,809.997,15551943.79,51,27,4.08,1.25,3379.677778,1764.699556,24854.92332,4.7294,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,5,May,89,6.3,309208,162775.79,436.239,664125.22,5786135.77,830.157,15939005.46,51,27,4.08,1.25,3474.247191,1828.941461,25837.42698,4.901561798,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,6,June,91,5.84,283262,151944.42,407.211,619933.23,5786135.77,774.917,14878397.3,51,27,4.08,1.25,3112.769231,1669.718901,26017.88014,4.474846154,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,7,July,90,5.77,274080,139278.69,373.267,568257.06,5786135.77,710.321,13638169.02,51,27,4.08,1.25,3045.333333,1547.541,24138.42114,4.147411111,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,8,August,88,6.22,315634,158522.09,424.839,646770.13,5786135.77,808.463,15522482.66,51,27,4.08,1.25,3586.75,1801.387386,25485.86656,4.827715909,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,9,September,90,6.48,323243,163815.96,439.027,668369.12,5786135.77,835.461,16040859.08,51,27,4.08,1.25,3591.588889,1820.177333,25280.24074,4.878077778,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,10,October,91,6.59,320198,166190.01,445.389,678055.24,5786135.77,847.569,16273326.08,51,27,4.08,1.25,3518.659341,1826.263846,25218.51442,4.894384615,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,11,November,90,6.35,315175,160992.28,431.459,656848.5,5786135.77,821.061,15764364.19,51,27,4.08,1.25,3501.944444,1788.803111,25353.11496,4.793988889,Flat/Rolling,0.9
KSRTC-036,Kayamkulam,Alappuzha,2021,12,December,90,5.98,280754,155828.33,417.62,635779.59,5786135.77,794.724,15258710.19,51,27,4.08,1.25,3119.488889,1731.425889,26058.24916,4.640222222,Flat/Rolling,0.9
KSRTC-037,Chengannur,Alappuzha,2021,4,April,75,4.65,139675,72887.69,195.339,297381.78,2588505.26,371.727,7137162.98,51,27,4.08,1.25,1862.333333,971.8358667,15674.77204,2.60452,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,5,May,77,4.63,139633,69531.13,186.343,283687.01,2588505.26,354.609,6808488.47,51,27,4.08,1.25,1813.415584,903.0016883,15017.52268,2.420038961,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,6,June,74,4.38,132907,66532.29,178.307,271451.74,2588505.26,339.315,6514842.25,51,27,4.08,1.25,1796.040541,899.085,15190.02055,2.409554054,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,7,July,72,4.2,122563,62778.07,168.245,256134.53,2588505.26,320.168,6147229.1,51,27,4.08,1.25,1702.263889,871.9176389,14947.15952,2.336736111,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,8,August,74,4.57,144734,72523.0,194.362,295893.84,2588505.26,369.867,7101451.68,51,27,4.08,1.25,1955.864865,980.0405405,15869.36543,2.626513514,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,9,September,75,4.91,154355,74232.62,198.943,302869.09,2588505.26,378.586,7268857.81,51,27,4.08,1.25,2058.066667,989.7682667,15118.65988,2.652573333,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,10,October,74,4.83,152074,75478.95,202.284,307954.12,2588505.26,384.943,7390898.66,51,27,4.08,1.25,2055.054054,1019.985811,15627.1118,2.733567568,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,11,November,75,4.6,146654,71885.7,192.654,293293.66,2588505.26,366.617,7039047.81,51,27,4.08,1.25,1955.386667,958.476,15627.32609,2.56872,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2021,12,December,74,4.55,134291,68588.11,183.816,279839.49,2588505.26,349.799,6716148.21,51,27,4.08,1.25,1814.743243,926.8663514,15074.30989,2.484,Rolling,0.75
KSRTC-038,Harippad,Alappuzha,2021,4,April,70,6.94,234337,33500.51,89.781,136682.08,1215650.93,170.853,3280369.79,51,27,4.08,1.25,3347.671429,478.5787143,4827.162824,1.282585714,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,5,May,72,6.66,231162,33086.73,88.672,134993.86,1215650.93,168.742,3239852.13,51,27,4.08,1.25,3210.583333,459.5379167,4967.977477,1.231555556,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,6,June,71,6.61,211461,31387.41,84.118,128060.63,1215650.93,160.076,3073455.05,51,27,4.08,1.25,2978.323944,442.0761972,4748.473525,1.184760563,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,7,July,70,6.15,203793,30318.67,81.254,123700.17,1215650.93,154.625,2968803.87,51,27,4.08,1.25,2911.328571,433.1238571,4929.865041,1.160771429,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,8,August,70,7.0,239886,33478.0,89.721,136590.24,1215650.93,170.738,3278166.05,51,27,4.08,1.25,3426.942857,478.2571429,4782.571429,1.281728571,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,9,September,69,6.91,241777,35875.03,96.145,146370.12,1215650.93,182.963,3512883.09,51,27,4.08,1.25,3504.014493,519.927971,5191.755427,1.393405797,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,10,October,70,7.0,253153,34854.6,93.41,142206.77,1215650.93,177.758,3412962.41,51,27,4.08,1.25,3616.471429,497.9228571,4979.228571,1.334428571,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,11,November,71,6.88,237952,33714.57,90.355,137555.45,1215650.93,171.944,3301330.6,51,27,4.08,1.25,3351.43662,474.8530986,4900.373547,1.272605634,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2021,12,December,70,6.63,219566,31738.14,85.058,129491.61,1215650.93,161.864,3107798.28,51,27,4.08,1.25,3136.657143,453.402,4787.049774,1.215114286,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,4,April,66,6.06,106971,56387.51,151.119,230061.04,2127027.3,287.576,5521464.55,51,27,4.08,1.25,1620.772727,854.3562121,9304.869637,2.289681818,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,5,May,67,6.18,108588,57464.65,154.005,234455.77,2127027.3,293.07,5626938.63,51,27,4.08,1.25,1620.716418,857.6813433,9298.487055,2.29858209,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,6,June,64,5.68,97955,55697.1,149.268,227244.17,2127027.3,284.055,5453860.07,51,27,4.08,1.25,1530.546875,870.2671875,9805.827465,2.3323125,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,7,July,65,5.47,94493,52277.9,140.105,213293.83,2127027.3,266.617,5119052.17,51,27,4.08,1.25,1453.738462,804.2753846,9557.202925,2.155461538,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,8,August,65,6.07,106663,57895.36,155.16,236213.07,2127027.3,295.266,5669113.57,51,27,4.08,1.25,1640.969231,890.6978462,9537.950577,2.387076923,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,9,September,66,6.3,111257,61634.36,165.18,251468.19,2127027.3,314.335,6035236.76,51,27,4.08,1.25,1685.712121,933.8539394,9783.231746,2.502727273,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,10,October,64,6.37,113632,62071.82,166.352,253253.03,2127027.3,316.566,6078073.01,51,27,4.08,1.25,1775.5,969.8721875,9744.398744,2.59925,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,11,November,64,6.17,113238,60285.52,161.565,245964.92,2127027.3,307.456,5903157.86,51,27,4.08,1.25,1769.34375,941.96125,9770.748784,2.524453125,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2021,12,December,66,6.0,99286,57616.0,154.411,235073.28,2127027.3,293.842,5641758.4,51,27,4.08,1.25,1504.333333,872.969697,9602.666667,2.339560606,Flat/Rolling,0.9
KSRTC-040,Edathua,Alappuzha,2021,4,April,40,2.74,191851,35759.12,95.834,145897.21,1270347.45,182.371,3501532.72,51,27,4.08,1.25,4796.275,893.978,13050.77372,2.39585,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,5,May,40,2.77,196412,34750.87,93.132,141783.55,1270347.45,177.229,3402805.52,51,27,4.08,1.25,4910.3,868.77175,12545.44043,2.3283,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,6,June,41,2.68,176757,32104.02,86.039,130984.4,1270347.45,163.73,3143625.31,51,27,4.08,1.25,4311.146341,783.024878,11979.11194,2.098512195,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,7,July,40,2.48,166336,30596.16,81.998,124832.33,1270347.45,156.04,2995975.98,51,27,4.08,1.25,4158.4,764.904,12337.16129,2.04995,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,8,August,39,2.8,193448,35148.27,94.197,143404.94,1270347.45,179.256,3441718.87,51,27,4.08,1.25,4960.205128,901.2376923,12552.95357,2.415307692,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,9,September,40,2.88,209142,35273.9,94.534,143917.51,1270347.45,179.897,3454020.37,51,27,4.08,1.25,5228.55,881.8475,12247.88194,2.36335,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,10,October,39,2.89,206647,36415.97,97.595,148577.16,1270347.45,185.721,3565851.54,51,27,4.08,1.25,5298.641026,933.7428205,12600.68166,2.502435897,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,11,November,40,2.89,201921,35813.35,95.98,146118.47,1270347.45,182.648,3506843.58,51,27,4.08,1.25,5048.025,895.33375,12392.16263,2.3995,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2021,12,December,40,2.75,192736,35498.01,95.135,144831.88,1270347.45,181.04,3475964.87,51,27,4.08,1.25,4818.4,887.45025,12908.36727,2.378375,Steep,0.2
KSRTC-041,Kottayam,Kottayam,2021,4,April,107,8.56,394022,101246.89,271.342,413087.31,3665125.72,516.359,9914095.47,51,27,4.08,1.25,3682.448598,946.2326168,11827.90771,2.535906542,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2021,5,May,109,8.44,414712,101396.52,271.743,413697.8,3665125.72,517.122,9928747.31,51,27,4.08,1.25,3804.697248,930.2433028,12013.80569,2.493055046,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2021,6,June,105,7.84,374530,95370.76,255.594,389112.7,3665125.72,486.391,9338705.29,51,27,4.08,1.25,3566.952381,908.2929524,12164.63776,2.434228571,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2021,7,July,108,7.69,351821,92477.54,247.84,377308.36,3665125.72,471.635,9055400.86,51,27,4.08,1.25,3257.601852,856.2735185,12025.68791,2.294814815,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2021,8,August,107,8.84,407812,100945.54,270.534,411857.8,3665125.72,514.822,9884587.63,51,27,4.08,1.25,3811.327103,943.4162617,11419.17873,2.52835514,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2021,9,September,108,8.48,425540,102439.12,274.537,417951.61,3665125.72,522.44,10030839.0,51,27,4.08,1.25,3940.185185,948.5103704,12080.08491,2.542009259,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2021,10,October,109,8.71,446965,106066.79,284.259,432752.5,3665125.72,540.941,10386059.95,51,27,4.08,1.25,4100.59633,973.0898165,12177.58783,2.607880734,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2021,11,November,108,8.72,409915,100847.27,270.271,411456.86,3665125.72,514.321,9874964.33,51,27,4.08,1.25,3795.509259,933.7710185,11565.0539,2.502509259,Flat/Rolling,0.9
