Depot ID,Effective KM,Passengers,Buses Allocated,Schedules Allocated,Estimated CO2 (Tonnes),Estimated EV Energy (MWh),Potential EV OPEX Saving (INR),Terrain_Score,Predicted_2026_Priority,Probability_Conditional,Probability_Defer_Diesel,Probability_EV Priority,Depot Name,District,Prediction_Confidence,OPEX_Saving_Score,CO2_Reduction_Per_Bus,CO2_Reduction_Score,ML_Suitability_Score,Terrain_Suitability_Score,Transition_Priority_Score,Transition_Rank,Final_Transition_Category,Max_EV_Buses,OPEX_Saving_Per_Bus,Allocation_Benefit_Score,Eligible_for_EV,Max_EV_Allocation,Benefit_Per_EV,Optimized_EV_Buses,Diesel_Buses_After_Transition,EV_Investment_INR,Expected_Annual_OPEX_Saving_INR,Expected_Annual_CO2_Reduction_Tonnes
KSRTC-005,3955814,5370242,47.666666666666664,61.666666666666664,2598.10844749418,4944,94939536,0.9,Conditional,0.9388852280310171,0.0047311460771188064,0.05638362589186412,ATTINGAL,Thiruvananthapuram,0.9388852280310171,0.2898544865207806,54.50577162575203,0.4354650150227888,0.05638362589186412,0.9,0.2866027993175376,63,Low Priority,48,1991738.5174825175,570837.8346190519,True,12,0.2866027993175376,0,48,0,0.0,0.0
KSRTC-072,2959565,4017780,35.5,30.083333333333332,1943.7897806641345,3700,71029560,0.9,Conditional,0.7583536684728633,0.22154483130739835,0.020101500219738288,PUTHUKKAD,Thrissur,0.7583536684728633,0.10759922425496626,54.75464170884886,0.7423582196257345,0.020101500219738288,0.9,0.2787920112895321,64,Low Priority,36,2000832.676056338,557816.1660115634,True,9,0.2787920112895321,0,36,0,0.0,0.0
KSRTC-017,2385055,3237847,28.5,26.666666666666668,1566.4618061512072,2982,57241320,0.75,Defer / Diesel,0.26263125348092853,0.7368620825451192,0.0005066639739521454,ERUMALI,Pathanamthitta,0.7368620825451192,0.002497517026820501,54.96357214565639,1.0,0.0005066639739521454,0.75,0.27595192069762703,65,Low Priority,28,2008467.3684210526,554240.4279742979,False,0,0.27595192069762703,0,28,0,0.0,0.0
KSRTC-080,3570365,4846972,43.0,39.916666666666664,2344.9523832863624,4463,85688760,0.9,Conditional,0.8583637791375098,0.07670637014034891,0.0649298507221412,THOTTILPALLAM,Kozhikode,0.8583637791375098,0.21933987763776452,54.5337763554968,0.4699989419153461,0.0649298507221412,0.9,0.2757736919632551,66,Low Priority,43,1992761.8604651163,549551.2954640301,True,10,0.2757736919632551,0,43,0,0.0,0.0
KSRTC-061,3195695,4338336,38.333333333333336,35.583333333333336,2098.8757750275704,3994,76696680,0.75,Defer / Diesel,0.49282887957573607,0.5024480459722347,0.00472307445202923,PATHANAMTHITTA,Pathanamthitta,0.5024480459722347,0.15079719492176416,54.753281087675745,0.7406803747563502,0.00472307445202923,0.75,0.27026446320861097,67,Low Priority,38,2000782.956521739,540740.5317412855,False,0,0.27026446320861097,0,38,0,0.0,0.0
KSRTC-027,3935606,5342811,47.5,60.75,2584.8361916431813,4921,94454544,0.9,Conditional,0.9375199977333804,0.005344117224196261,0.05713588504242334,KATTAKKADA,Thiruvananthapuram,0.9375199977333804,0.286157605179,54.41760403459329,0.3267414824224402,0.05713588504242334,0.9,0.2640499320551574,68,Low Priority,48,1988516.7157894736,525067.7036947553,True,12,0.2640499320551574,0,48,0,0.0,0.0
KSRTC-087,3940757,5349801,47.583333333333336,61.166666666666664,2588.2192770493816,4927,94578168,0.9,Conditional,0.9381286994912217,0.0050634327835478,0.056807867725230596,VELLANAD,Thiruvananthapuram,0.9381286994912217,0.2870999367205435,54.393399867937966,0.2968942055735552,0.056807867725230596,0.9,0.25823196922096636,69,Low Priority,48,1987632.2521891417,513270.1905699065,True,12,0.25823196922096636,0,48,0,0.0,0.0
KSRTC-053,3174920,4310134,38.166666666666664,32.25,2085.2311236368096,3969,76198080,0.75,Defer / Diesel,0.38216826437051704,0.6135723912045016,0.004259344424981397,NILAMBUR,Malappuram,0.6135723912045016,0.14699658576323824,54.63487660183781,0.5946703294909635,0.004259344424981397,0.75,0.23973677939715676,70,Low Priority,38,1996456.2445414849,478623.990273718,False,0,0.23973677939715676,0,38,0,0.0,0.0
KSRTC-069,3195057,4337472,38.416666666666664,32.416666666666664,2098.456747947556,3995,76681368,0.75,Defer / Diesel,0.3862218174258215,0.6092789231207221,0.004499259453456487,PONNANI,Malappuram,0.6092789231207221,0.1506804782602412,54.62360298345048,0.5807683094839555,0.004499259453456487,0.75,0.23815750915624606,71,Low Priority,38,1996044.2863340564,475372.9353988757,False,0,0.23815750915624606,0,38,0,0.0,0.0
KSRTC-041,2963657,4023332,35.666666666666664,30.166666666666668,1946.4773336600908,3705,71127768,0.9,Conditional,0.7587547718277333,0.22056528876561657,0.020679939406650135,MALA,Thrissur,0.7587547718277333,0.10834782077369975,54.57413085028293,0.5197619350037106,0.020679939406650135,0.9,0.23472870899551213,72,Low Priority,36,1994236.4859813086,468104.5557861393,True,9,0.23472870899551213,0,36,0,0.0,0.0
KSRTC-059,3947216,5358571,47.75,61.166666666666664,2592.4614336478376,4934,94733184,0.9,Conditional,0.9363133783761801,0.005083675774388659,0.058602945849431196,PAPPANAMCODE,Thiruvananthapuram,0.9363133783761801,0.28828155571235675,54.292386044980894,0.17232939066798383,0.058602945849431196,0.9,0.2343915231870763,73,Low Priority,48,1983941.0261780105,465018.9590391951,True,12,0.2343915231870763,0,48,0,0.0,0.0
KSRTC-020,2997134,4068781,36.083333333333336,30.75,1968.4644332802354,3748,71931216,0.9,Conditional,0.769461984986031,0.20835049035556827,0.022187524658400716,IRINJALAKKUDA,Thrissur,0.769461984986031,0.11447215255709192,54.553286834556175,0.49405821560290075,0.022187524658400716,0.9,0.23202829875106806,74,Low Priority,36,1993474.8083140876,462542.56837622926,True,9,0.23202829875106806,0,36,0,0.0,0.0
KSRTC-042,3172892,4307379,38.166666666666664,31.916666666666668,2083.8991692194586,3967,76149408,0.75,Defer / Diesel,0.37139623687853585,0.624387749847958,0.004216013273506248,MALAPPURAM,Malappuram,0.624387749847958,0.14662558045043483,54.59997823282425,0.5516355373266476,0.004216013273506248,0.75,0.2310011869098625,75,Low Priority,38,1995180.995633188,460889.1780912676,False,0,0.2310011869098625,0,38,0,0.0,0.0
KSRTC-077,2376692,3226496,28.5,26.5,1560.9691361352777,2970,57040608,0.75,Defer / Diesel,0.2576983250741785,0.7418014048896435,0.0005002700361780325,THIRUVALLA,Pathanamthitta,0.7418014048896435,0.0009675774651958415,54.77084688193957,0.7623415677207275,0.0005002700361780325,0.75,0.2279586947981755,76,Low Priority,28,2001424.8421052631,456242.1947429603,False,0,0.2279586947981755,0,28,0,0.0,0.0
KSRTC-064,3177918,4314203,38.25,32.166666666666664,2087.2001568435244,3971,76270032,0.75,Defer / Diesel,0.37869699181123373,0.6169935746320382,0.004309433556728006,PERINTHALMANNA,Malappuram,0.6169935746320382,0.14754504430751073,54.5673243619222,0.5113685395456379,0.004309433556728006,0.75,0.223260994624072,77,Low Priority,38,1993987.7647058824,445179.6916164654,False,0,0.223260994624072,0,38,0,0.0,0.0
KSRTC-001,2382646,3234577,28.583333333333332,26.5,1564.8796176939102,2979,57183504,0.75,Defer / Diesel,0.2573732185660283,0.7421180571988097,0.0005087242351620326,ADOOR,Pathanamthitta,0.7421180571988097,0.002056811011759661,54.74797496305225,0.7341371471837,0.0005087242351620326,0.75,0.22264796243433274,78,Low Priority,29,2000589.06122449,445427.0781500472,False,0,0.22264796243433274,0,29,0,0.0,0.0
KSRTC-033,2372974,3221449,28.5,26.333333333333332,1558.5272197034678,2967,56951376,0.75,Defer / Diesel,0.2532206566611513,0.7462834694944542,0.0004958738443944114,KONNI,Pathanamthitta,0.7462834694944542,0.00028740105838961374,54.68516560363045,0.6566840224362206,0.0004958738443944114,0.75,0.2066213743425188,79,Low Priority,28,1998293.894736842,412890.2308707909,False,0,0.2066213743425188,0,28,0,0.0,0.0
KSRTC-031,2984378,4051460,36.0,30.583333333333332,1960.0865188089697,3730,71625072,0.9,Conditional,0.7658930327147406,0.21226263821140545,0.021844329073854005,KODUNGALOOR,Thrissur,0.7658930327147406,0.11213855109253563,54.4468477446936,0.3628032532688462,0.021844329073854005,0.9,0.20493994761107154,80,Low Priority,36,1989585.3333333333,407745.51398108964,True,9,0.20493994761107154,0,36,0,0.0,0.0
KSRTC-018,2981990,4048218,36.0,30.5,1958.5181227790715,3726,71567760,0.9,Conditional,0.7638204622144722,0.2143147570868677,0.021864780698660168,GURUVAYOOR,Thrissur,0.7638204622144722,0.11170168684846536,54.403281188307545,0.30907931852965476,0.021864780698660168,0.9,0.19407228203993465,81,Low Priority,36,1987993.3333333333,385814.4028801765,True,9,0.19407228203993465,0,36,0,0.0,0.0
KSRTC-007,2994241,4064851,36.166666666666664,30.583333333333332,1966.5643622105135,3743,71861784,0.9,Conditional,0.7645681023157183,0.21285625214968373,0.02257564553459809,CHALAKKUDY,Thrissur,0.7645681023157183,0.11394290286777228,54.37505148969162,0.2742679721218763,0.02257564553459809,0.9,0.1880667234985462,82,Low Priority,36,1986961.7695852537,373681.38972277194,True,9,0.1880667234985462,0,36,0,0.0,0.0
KSRTC-073,2376064,3225639,28.583333333333332,26.5,1560.5566768778338,2970,57025536,0.75,Defer / Diesel,0.25696288936813455,0.742530397323137,0.000506713308728445,RANNI,Pathanamthitta,0.742530397323137,0.0008526902184302926,54.59673505111955,0.5476362200359597,0.000506713308728445,0.75,0.1849857363962124,83,Low Priority,29,1995062.4839650146,369058.10275272495,False,0,0.1849857363962124,0,29,0,0.0,0.0
KSRTC-047,2623974,3562193,31.5,27.833333333333332,1723.3795662296288,3281,62975376,0.2,Defer / Diesel,0.0003154518090609752,0.999684539451041,8.739898089751017e-09,MOOLAMATTOM,Idukki,0.999684539451041,0.04620571146946094,54.71046241998822,0.687878696145823,8.739898089751017e-09,0.2,0.17143745616596212,84,Low Priority,32,1999218.2857142857,342740.8972233328,False,0,0.17143745616596212,0,32,0,0.0,0.0
KSRTC-043,2371403,3219313,28.583333333333332,26.333333333333332,1557.495414777601,2965,56913672,0.75,Defer / Diesel,0.25240663050074,0.7470915649482276,0.0005018045510324218,MALLAPPALLY,Pathanamthitta,0.7470915649482276,0.0,54.489635502423354,0.41556681538149326,0.0005018045510324218,0.75,0.15831408489671164,85,Low Priority,29,1991148.8746355686,315226.91198104725,False,0,0.15831408489671164,0,29,0,0.0,0.0
KSRTC-040,2625960,3564891,31.583333333333332,28.0,1724.6839357921826,3284,63023040,0.2,Defer / Diesel,0.00032171679151460494,0.999678274232498,8.975987246571817e-09,KUMILY,Idukki,0.999678274232498,0.0465690332402832,54.60740693801106,0.5607962171177338,8.975987246571817e-09,0.2,0.1461299569860266,86,Low Priority,32,1995452.4538258575,291595.38124523376,False,0,0.1461299569860266,0,32,0,0.0,0.0
KSRTC-051,2617562,3553490,31.5,27.833333333333332,1719.1682783972553,3272,62821488,0.2,Defer / Diesel,0.00031477520537137257,0.999685216094164,8.700464531607882e-09,NEDUMKANDAM,Idukki,0.999685216094164,0.04503269072700759,54.57677074277001,0.5230173084704064,8.700464531607882e-09,0.2,0.13811327239236937,87,Low Priority,32,1994332.9523809524,275443.8502932687,False,0,0.13811327239236937,0,32,0,0.0,0.0
KSRTC-049,2650459,3598149,31.916666666666668,28.333333333333332,1740.7744443082956,3313,63611016,0.2,Defer / Diesel,0.00033394772447274435,0.9996660424693145,9.80621289966541e-09,MUNNAR,Idukki,0.9996660424693145,0.0510509164544698,54.541235853001425,0.4791975931370435,9.80621289966541e-09,0.2,0.13115479748623482,88,Low Priority,32,1993034.4438642296,261396.02886810366,False,0,0.13115479748623482,0,32,0,0.0,0.0
KSRTC-079,2635743,3578169,31.75,27.916666666666668,1731.1092366131604,3295,63257832,0.2,Defer / Diesel,0.00031650218043032755,0.9996834886396628,9.17990663420734e-09,THODUPUZHA,Idukki,0.9996834886396628,0.04835874969746053,54.52312556261923,0.4568649568373247,9.17990663420734e-09,0.2,0.12588061994866578,89,Low Priority,32,1992372.661417323,250801.1057879858,False,0,0.12588061994866578,0,32,0,0.0,0.0
KSRTC-012,2619211,3555727,31.583333333333332,27.666666666666668,1720.2513123391743,3274,62861064,0.2,Defer / Diesel,0.00030666185523940817,0.9996933294489002,8.695860373963689e-09,CHERUTHONI,Idukki,0.9996933294489002,0.045334361220505034,54.46706002129312,0.3877279459468943,8.695860373963689e-09,0.2,0.11114590103387453,90,Low Priority,32,1990323.926121372,221216.34611803864,False,0,0.11114590103387453,0,32,0,0.0,0.0
KSRTC-058,2379622,3230469,28.833333333333332,26.583333333333332,1562.8935081485113,2975,57110928,0.75,Defer / Diesel,0.25717059861229624,0.7422997389164857,0.0005296624712181311,PANDALAM,Pathanamthitta,0.7422997389164857,0.0015035959891179093,54.204399126537965,0.0638286539459125,0.0005296624712181311,0.75,0.08842867457440513,91,Low Priority,29,1980725.8265895955,175152.95954061096,False,0,0.08842867457440513,0,29,0,0.0,0.0
KSRTC-028,2617833,3553857,31.75,27.916666666666668,1719.3462663889231,3273,62827992,0.2,Defer / Diesel,0.00031482257734221237,0.9996851683435551,9.079102468556767e-09,KATTAPPANA,Idukki,0.9996851683435551,0.04508226786693349,54.15263831146215,0.0,9.079102468556767e-09,0.2,0.03352468399172104,92,Low Priority,32,1978834.3937007873,66339.79772076779,False,0,0.03352468399172104,0,32,0,0.0,0.0
